,Random State,RMSE Train,MAE Train,MAPE Train,RMSE Test,MAE Test,MAPE Test
49,49,1.7687894780628983,1.3817171242361386,0.005137876714476752,4.995591620318996,3.982273304396055,0.014535222734699099
50,50,1.749711042306607,1.355642549987308,0.005033588001053963,5.298831703700138,4.206267846092583,0.015455781228957464
51,51,1.7734867270242065,1.402795630479433,0.005232623300440458,4.855207102445238,3.7120103062536884,0.013506428186219633
52,52,1.774293075588946,1.3859921728809679,0.0051646353301090875,5.047048157509513,3.8943201130242504,0.013909371449364192
53,53,1.7142541814518328,1.344674391186737,0.004991734624133594,5.543915547798327,3.803326399476688,0.01377041056689004
54,54,1.8098029942973344,1.4143740735960129,0.00526035564397667,5.485951377859692,4.322376572517507,0.01588788654455998
55,55,1.7328846516386371,1.363897596679619,0.005067309574314576,4.687067891736551,3.631997003931891,0.013512247817711934
56,56,1.7754238979854298,1.3863248541722903,0.005160062805619176,3.6584080963876073,2.9336329866430972,0.010861036780395487
57,57,1.6974591017030023,1.337405895305945,0.004960869796773681,5.141256272195261,4.0202946987125,0.014636207369427329
58,58,1.7539425241126994,1.3809104334341225,0.005146221560582994,4.507632695905541,3.6256905949996265,0.013086705139811151
59,59,1.7188927756765002,1.344161913437339,0.005005854361138651,5.306663783658596,4.319211040507663,0.016114041455596275
60,60,1.8229148115607245,1.4181854780366197,0.005264248062788403,4.696835154726356,3.8439300044206033,0.01400520613087434
61,61,1.762357570172361,1.3828602064572713,0.005165808368665219,5.164979498854232,3.6264097120590852,0.01330877051089962
62,62,1.6861753530134673,1.3163752649228933,0.004913910718271278,4.7671287955987465,3.585371252979745,0.012760881735207596
63,63,1.880201050591769,1.4872622271207574,0.005548903377669207,5.092018280656668,3.8222984063246015,0.013330361308146894
64,64,1.7916756651028303,1.3982212315448905,0.005219071645971301,4.8333402925694955,3.864169213930317,0.013981606137471585
65,65,1.7888668354530608,1.4015706930935201,0.005220578336671041,4.206363224176097,3.310801585968924,0.012160752935352981
66,66,1.7220861266812197,1.3621717510093556,0.005071476790355151,4.697813492508419,3.6101169052205293,0.013416960018201316
67,67,1.7697154991067403,1.3565349401037943,0.005065710500690954,4.848105219535892,3.8988917660868947,0.014321497344238732
68,68,1.7801888165315258,1.3905034385002912,0.00514513269322368,4.537503834226055,3.769098732990295,0.014448175985416338
69,69,1.7032131913654056,1.3251139438645436,0.004919470598905714,5.010600305434859,3.730482551349835,0.014134320523583639
70,70,1.7312747801482915,1.3514482036020758,0.005026056993946702,4.9970547935527705,3.866237187760801,0.013888929355408898
71,71,1.7301573901966798,1.3567304754236043,0.005051039219463178,4.7377499893382575,3.8251444123224814,0.013886662065906248
72,72,1.705458452224763,1.3258179989694296,0.00494768905956006,5.279797458365314,4.356235428783026,0.015785627971303257
73,73,1.7818599535944986,1.405957755220509,0.005233805029781266,4.412705617784251,3.519466439467939,0.012872380982771551
74,74,1.7839069964815852,1.4054250644369854,0.005225683924989223,4.762818997847919,3.633238739008253,0.013644524074564434
75,75,1.7118624542009282,1.3436840349494108,0.005001505772006053,4.736872870359156,3.7397491196976462,0.013509233745284245
76,76,1.6959730939100444,1.3225539615298865,0.004910512189303816,5.220227312796177,3.9022507220100278,0.014365895964578473
77,77,1.7884709555917107,1.3848367199903058,0.005127486890399476,4.326331114804297,3.4779215663021232,0.01313340458887964
78,78,1.7177289469829797,1.342131948050297,0.0050004304759018485,5.219018484266536,3.8710228681997836,0.013849925299161904
79,79,1.8583895138491973,1.4474474581144567,0.0053913731056311216,4.19075644622256,3.478148040746422,0.012838291416690786
80,80,1.8167448454120345,1.4210738209416427,0.00529681015238494,4.885613332226506,3.987931314996359,0.014333846737587976
81,81,1.717803282088946,1.34979731253926,0.005019615555159319,4.6064248799181025,3.659035107274623,0.013548295829418425
82,82,1.7457020178015097,1.3606628063645072,0.005085054255533699,4.754613016252495,3.7345059155063223,0.013642482582260262
83,83,1.7904201948471874,1.40197140550306,0.005232550356674933,4.7829579952072026,3.7717229248190476,0.013417964349008034
84,84,1.7001791519985263,1.3285669194863157,0.0049438593576282735,5.54306393670202,4.043811670677904,0.014499907076595072
85,85,1.7697152080474408,1.3797536863340307,0.00515047269814892,5.184308119208411,4.243222306156698,0.015288480993039429
86,86,1.7364937057100116,1.3588667142647004,0.00505302526435355,4.905756935317344,3.943052489269019,0.014668177525425067
87,87,1.722063950989882,1.345493537991331,0.0050093852484447325,4.79188955080689,3.7484051530212175,0.013585083911092382
88,88,1.7341545350257082,1.3607941798013485,0.005081404018916596,4.545257636976441,3.517970774236052,0.01287069049960919
89,89,1.69228705408222,1.32068645998715,0.004904593986516551,4.890372194193119,3.679699038563802,0.013463395676170137
90,90,1.7706878195311322,1.3817155844954256,0.005151104129698708,4.784377451824028,3.944222807066007,0.01459654970909195
91,91,1.7580527187603598,1.3702282527146095,0.005094416466155944,4.552769594428912,3.6591438562111422,0.013460321175595837
92,92,1.794997975207294,1.4134627303950795,0.005243938889790072,4.915962447027041,3.7252122269440417,0.013843937469024138
93,93,1.7884175718803574,1.4003693961779036,0.005218213578821244,5.078549627376632,4.201474341355938,0.015599757036858796
94,94,1.8328869968429884,1.4327830417243106,0.005362136134184199,4.605098918160563,3.6341011487049153,0.013004627331626932
95,95,1.78173133654878,1.3976816372006986,0.005185447154451458,4.356321712276297,3.340580850697378,0.012271763992834884
96,96,1.7423865154355216,1.362428011357349,0.005066217919483286,4.955357198040993,4.02921279106188,0.014569190068360244
97,97,1.7629256115975347,1.37510552408509,0.005125555203953508,4.566003639951003,3.5451994346674827,0.013056532959487326
98,98,1.7150597928842692,1.3432883062100245,0.0049985680566748845,4.003104343903663,3.2468042960925496,0.012233219847812131
99,99,1.7345179468491123,1.3582329421076234,0.0050636717186079904,4.3403108087136255,3.4569054740113616,0.012674146913792842
