Index,DT,Energy,Month,DayOfWeek,BankHols,RetailHols,Trend2010,AvgDB,LagDB,Lag2DB,AvgClouds,AvgWind
816,3/28/19,256.58,3.00,4.00,0.00,0.00,9.24,48.06,40.77,44.69,1.22,6.07
817,3/29/19,228.54,3.00,5.00,0.00,0.00,9.24,58.60,48.06,40.77,2.56,6.18
818,3/30/19,210.67,3.00,6.00,0.00,0.00,9.24,61.96,58.60,48.06,2.40,8.59
819,3/31/19,212.76,3.00,7.00,0.00,0.00,9.25,56.32,61.96,58.60,5.36,12.91
820,4/1/19,264.12,4.00,1.00,0.00,0.00,9.25,39.47,56.32,61.96,1.07,7.45
821,4/2/19,283.29,4.00,2.00,0.00,0.00,9.25,39.90,39.47,56.32,6.19,5.49
822,4/3/19,254.39,4.00,3.00,0.00,0.00,9.25,50.72,39.90,39.47,0.58,7.64
823,4/4/19,230.01,4.00,4.00,0.00,0.00,9.26,55.72,50.72,39.90,2.15,4.60
824,4/5/19,238.23,4.00,5.00,0.00,0.00,9.26,50.88,55.72,50.72,7.64,5.15
825,4/6/19,219.70,4.00,6.00,0.00,0.00,9.26,54.97,50.88,55.72,6.64,3.94
826,4/7/19,211.31,4.00,7.00,0.00,0.00,9.27,60.14,54.97,50.88,5.03,4.92
827,4/8/19,235.56,4.00,1.00,0.00,0.00,9.27,67.35,60.14,54.97,4.05,8.67
828,4/9/19,236.41,4.00,2.00,0.00,0.00,9.27,66.71,67.35,60.14,4.06,6.04
829,4/10/19,220.94,4.00,3.00,0.00,0.00,9.27,61.47,66.71,67.35,1.49,5.49
830,4/11/19,222.17,4.00,4.00,0.00,0.00,9.28,57.83,61.47,66.71,2.93,5.76
831,4/12/19,228.44,4.00,5.00,0.00,0.00,9.28,63.78,57.83,61.47,5.93,8.56
832,4/13/19,218.01,4.00,6.00,0.00,0.00,9.28,64.99,63.78,57.83,6.16,4.74
833,4/14/19,225.65,4.00,7.00,0.00,0.00,9.28,68.81,64.99,63.78,7.03,8.76
834,4/15/19,223.68,4.00,1.00,0.00,0.00,9.29,59.72,68.81,64.99,2.33,14.03
835,4/16/19,224.58,4.00,2.00,0.00,0.00,9.29,54.47,59.72,68.81,1.39,6.68
836,4/17/19,225.40,4.00,3.00,0.00,0.00,9.29,63.65,54.47,59.72,1.88,6.64
837,4/18/19,232.41,4.00,4.00,0.00,0.00,9.30,66.78,63.65,54.47,2.46,8.69
838,4/19/19,236.81,4.00,5.00,0.00,0.00,9.30,69.38,66.78,63.65,6.86,12.92
839,4/20/19,215.78,4.00,6.00,0.00,0.00,9.30,62.98,69.38,66.78,3.81,11.99
840,4/21/19,204.63,4.00,7.00,0.00,0.00,9.30,56.26,62.98,69.38,4.70,4.83
841,4/22/19,221.64,4.00,1.00,0.00,0.00,9.31,60.49,56.26,62.98,2.78,5.90
842,4/23/19,237.31,4.00,2.00,0.00,0.00,9.31,66.06,60.49,56.26,1.24,6.21
843,4/24/19,242.13,4.00,3.00,0.00,0.00,9.31,70.42,66.06,60.49,2.19,6.73
844,4/25/19,241.82,4.00,4.00,0.00,0.00,9.32,67.88,70.42,66.06,2.56,3.82
845,4/26/19,230.12,4.00,5.00,0.00,0.00,9.32,63.49,67.88,70.42,6.16,9.73
846,4/27/19,205.24,4.00,6.00,0.00,0.00,9.32,60.47,63.49,67.88,1.10,10.02
847,4/28/19,213.95,4.00,7.00,0.00,0.00,9.32,64.42,60.47,63.49,3.87,8.61
848,4/29/19,219.46,4.00,1.00,0.00,0.00,9.33,53.70,64.42,60.47,7.26,7.12
849,4/30/19,242.93,4.00,2.00,0.00,0.00,9.33,67.72,53.70,64.42,2.55,5.22
850,5/1/19,250.70,5.00,3.00,0.00,0.00,9.33,70.81,67.72,53.70,2.63,6.34
851,5/2/19,268.54,5.00,4.00,0.00,0.00,9.33,73.15,70.81,67.72,2.25,7.90
852,5/3/19,271.93,5.00,5.00,0.00,0.00,9.34,72.81,73.15,70.81,2.85,7.55
853,5/4/19,260.04,5.00,6.00,0.00,0.00,9.34,72.49,72.81,73.15,4.14,4.99
854,5/5/19,235.84,5.00,7.00,0.00,0.00,9.34,67.26,72.49,72.81,7.00,5.85
855,5/6/19,234.79,5.00,1.00,0.00,0.00,9.35,63.92,67.26,72.49,4.51,5.15
856,5/7/19,248.05,5.00,2.00,0.00,0.00,9.35,66.69,63.92,67.26,2.77,4.81
857,5/8/19,250.78,5.00,3.00,0.00,0.00,9.35,68.36,66.69,63.92,4.32,5.58
858,5/9/19,256.34,5.00,4.00,0.00,0.00,9.35,70.63,68.36,66.69,4.25,7.10
859,5/10/19,263.29,5.00,5.00,0.00,0.00,9.36,71.98,70.63,68.36,4.41,8.97
860,5/11/19,234.43,5.00,6.00,0.00,0.00,9.36,67.29,71.98,70.63,6.62,5.19
861,5/12/19,222.18,5.00,7.00,0.00,0.00,9.36,64.34,67.29,71.98,6.97,7.83
862,5/13/19,225.67,5.00,1.00,0.00,0.00,9.36,56.74,64.34,67.29,6.97,5.98
863,5/14/19,221.72,5.00,2.00,0.00,0.00,9.37,56.19,56.74,64.34,5.70,6.49
864,5/15/19,226.62,5.00,3.00,0.00,0.00,9.37,58.40,56.19,56.74,2.35,4.35
865,5/16/19,235.62,5.00,4.00,0.00,0.00,9.37,64.68,58.40,56.19,2.13,5.01
866,5/17/19,253.44,5.00,5.00,0.00,0.00,9.38,69.38,64.68,58.40,3.27,5.51
867,5/18/19,267.70,5.00,6.00,0.00,0.00,9.38,73.76,69.38,64.68,2.10,3.56
868,5/19/19,290.12,5.00,7.00,0.00,0.00,9.38,77.26,73.76,69.38,1.92,7.29
869,5/20/19,312.83,5.00,1.00,0.00,0.00,9.38,77.36,77.26,73.76,2.80,9.28
870,5/21/19,259.78,5.00,2.00,0.00,0.00,9.39,68.68,77.36,77.26,1.89,7.05
871,5/22/19,238.38,5.00,3.00,0.00,0.00,9.39,64.43,68.68,77.36,2.57,5.01
872,5/23/19,273.34,5.00,4.00,0.00,0.00,9.39,73.00,64.43,68.68,2.51,8.22
873,5/24/19,304.65,5.00,5.00,0.00,0.00,9.39,78.99,73.00,64.43,2.12,7.92
874,5/25/19,274.86,5.00,6.00,0.00,0.00,9.40,74.49,78.99,73.00,2.26,5.46
875,5/26/19,299.40,5.00,7.00,0.00,0.00,9.40,79.03,74.49,78.99,2.33,6.11
876,5/27/19,294.17,5.00,1.00,1.00,0.00,9.40,76.42,79.03,74.49,3.31,5.29
877,5/28/19,320.02,5.00,2.00,0.00,0.00,9.41,78.44,76.42,79.03,2.40,6.26
878,5/29/19,338.48,5.00,3.00,0.00,0.00,9.41,81.23,78.44,76.42,2.28,7.19
879,5/30/19,323.98,5.00,4.00,0.00,0.00,9.41,79.07,81.23,78.44,2.42,6.99
880,5/31/19,300.80,5.00,5.00,0.00,0.00,9.41,73.84,79.07,81.23,3.72,4.40
881,6/1/19,267.10,6.00,6.00,0.00,0.00,9.42,70.84,73.84,79.07,3.34,3.54
882,6/2/19,272.51,6.00,7.00,0.00,0.00,9.42,72.81,70.84,73.84,2.26,5.33
883,6/3/19,259.04,6.00,1.00,0.00,0.00,9.42,68.45,72.81,70.84,2.05,7.31
884,6/4/19,247.89,6.00,2.00,0.00,0.00,9.42,65.08,68.45,72.81,1.12,4.31
885,6/5/19,276.52,6.00,3.00,0.00,0.00,9.43,71.38,65.08,68.45,4.70,8.86
886,6/6/19,314.76,6.00,4.00,0.00,0.00,9.43,78.12,71.38,65.08,2.75,6.75
887,6/7/19,282.03,6.00,5.00,0.00,0.00,9.43,72.40,78.12,71.38,7.29,5.35
888,6/8/19,257.78,6.00,6.00,0.00,0.00,9.44,70.79,72.40,78.12,7.77,8.26
889,6/9/19,254.29,6.00,7.00,0.00,0.00,9.44,70.38,70.79,72.40,7.19,8.39
890,6/10/19,277.77,6.00,1.00,0.00,0.00,9.44,72.23,70.38,70.79,6.67,4.94
891,6/11/19,266.96,6.00,2.00,0.00,0.00,9.44,70.73,72.23,70.38,1.90,9.28
892,6/12/19,250.90,6.00,3.00,0.00,0.00,9.45,66.29,70.73,72.23,3.91,5.64
893,6/13/19,260.68,6.00,4.00,0.00,0.00,9.45,68.44,66.29,70.73,5.92,7.25
894,6/14/19,240.80,6.00,5.00,0.00,0.00,9.45,66.58,68.44,66.29,1.36,7.84
895,6/15/19,240.53,6.00,6.00,0.00,0.00,9.45,68.70,66.58,68.44,1.91,7.56
896,6/16/19,280.23,6.00,7.00,0.00,0.00,9.46,76.22,68.70,66.58,2.12,9.93
897,6/17/19,330.58,6.00,1.00,0.00,0.00,9.46,79.08,76.22,68.70,3.00,6.33
898,6/18/19,315.21,6.00,2.00,0.00,0.00,9.46,76.86,79.08,76.22,3.63,6.35
899,6/19/19,315.03,6.00,3.00,0.00,0.00,9.47,76.28,76.86,79.08,5.36,5.08
900,6/20/19,328.57,6.00,4.00,0.00,0.00,9.47,77.93,76.28,76.86,4.38,8.80
901,6/21/19,292.42,6.00,5.00,0.00,0.00,9.47,75.75,77.93,76.28,3.47,10.63
902,6/22/19,255.36,6.00,6.00,0.00,0.00,9.47,71.33,75.75,77.93,2.66,4.63
903,6/23/19,261.13,6.00,7.00,0.00,0.00,9.48,71.17,71.33,75.75,2.02,3.72
904,6/24/19,310.76,6.00,1.00,0.00,0.00,9.48,76.71,71.17,71.33,2.79,5.97
905,6/25/19,328.02,6.00,2.00,0.00,0.00,9.48,79.31,76.71,71.17,2.75,6.03
906,6/26/19,322.77,6.00,3.00,0.00,0.00,9.48,78.27,79.31,76.71,1.80,4.05
907,6/27/19,333.94,6.00,4.00,0.00,0.00,9.49,79.63,78.27,79.31,2.17,3.42
908,6/28/19,330.19,6.00,5.00,0.00,0.00,9.49,78.42,79.63,78.27,2.27,3.45
909,6/29/19,324.61,6.00,6.00,0.00,0.00,9.49,80.02,78.42,79.63,2.10,4.97
910,6/30/19,321.82,6.00,7.00,0.00,0.00,9.50,80.81,80.02,78.42,2.78,6.48
911,7/1/19,308.74,7.00,1.00,0.00,0.00,9.50,76.31,80.81,80.02,1.53,4.61
912,7/2/19,326.08,7.00,2.00,0.00,0.00,9.50,77.63,76.31,80.81,1.99,3.96
913,7/3/19,347.99,7.00,3.00,0.00,0.00,9.50,81.35,77.63,76.31,1.91,4.51
914,7/4/19,324.16,7.00,4.00,0.00,1.00,9.51,79.01,81.35,77.63,3.63,4.11
915,7/5/19,327.78,7.00,5.00,0.00,1.00,9.51,78.47,79.01,81.35,4.37,4.01
916,7/6/19,330.64,7.00,6.00,0.00,0.00,9.51,80.54,78.47,79.01,4.66,5.62
917,7/7/19,319.36,7.00,7.00,0.00,0.00,9.52,79.43,80.54,78.47,4.22,4.22
918,7/8/19,311.75,7.00,1.00,0.00,0.00,9.52,76.59,79.43,80.54,5.70,5.77
919,7/9/19,309.60,7.00,2.00,0.00,0.00,9.52,75.72,76.59,79.43,2.52,4.91
920,7/10/19,323.36,7.00,3.00,0.00,0.00,9.52,77.60,75.72,76.59,2.90,4.61
921,7/11/19,339.81,7.00,4.00,0.00,0.00,9.53,79.35,77.60,75.72,4.21,6.35
922,7/12/19,334.40,7.00,5.00,0.00,0.00,9.53,79.78,79.35,77.60,3.56,5.57
923,7/13/19,329.77,7.00,6.00,0.00,0.00,9.53,80.61,79.78,79.35,1.79,3.33
924,7/14/19,338.81,7.00,7.00,0.00,0.00,9.53,81.87,80.61,79.78,1.56,3.89
925,7/15/19,348.09,7.00,1.00,0.00,0.00,9.54,80.73,81.87,80.61,2.15,4.04
926,7/16/19,358.46,7.00,2.00,0.00,0.00,9.54,81.72,80.73,81.87,2.29,4.12
927,7/17/19,370.87,7.00,3.00,0.00,0.00,9.54,83.15,81.72,80.73,2.47,7.18
928,7/18/19,369.58,7.00,4.00,0.00,0.00,9.55,82.77,83.15,81.72,3.51,6.80
929,7/19/19,377.33,7.00,5.00,0.00,0.00,9.55,83.99,82.77,83.15,1.76,4.11
930,7/20/19,383.67,7.00,6.00,0.00,0.00,9.55,86.51,83.99,82.77,2.06,5.51
931,7/21/19,373.97,7.00,7.00,0.00,0.00,9.55,84.05,86.51,83.99,2.66,5.42
932,7/22/19,364.20,7.00,1.00,0.00,0.00,9.56,81.62,84.05,86.51,2.50,8.32
933,7/23/19,288.82,7.00,2.00,0.00,0.00,9.56,70.66,81.62,84.05,6.27,6.00
934,7/24/19,287.48,7.00,3.00,0.00,0.00,9.56,72.52,70.66,81.62,3.50,5.35
935,7/25/19,294.52,7.00,4.00,0.00,0.00,9.56,73.62,72.52,70.66,1.67,4.34
936,7/26/19,298.05,7.00,5.00,0.00,0.00,9.57,74.30,73.62,72.52,2.12,2.73
937,7/27/19,296.31,7.00,6.00,0.00,0.00,9.57,75.90,74.30,73.62,1.65,2.98
938,7/28/19,309.80,7.00,7.00,0.00,0.00,9.57,78.15,75.90,74.30,1.89,3.82
939,7/29/19,341.91,7.00,1.00,0.00,0.00,9.58,79.74,78.15,75.90,2.24,4.38
940,7/30/19,345.45,7.00,2.00,0.00,0.00,9.58,79.67,79.74,78.15,1.98,6.07
941,7/31/19,329.78,7.00,3.00,0.00,0.00,9.58,76.87,79.67,79.74,3.89,5.16
942,8/1/19,324.91,8.00,4.00,0.00,0.00,9.58,76.53,76.87,79.67,2.38,3.47
943,8/2/19,309.52,8.00,5.00,0.00,0.00,9.59,75.48,76.53,76.87,4.59,4.22
944,8/3/19,310.62,8.00,6.00,0.00,0.00,9.59,77.00,75.48,76.53,3.19,2.70
945,8/4/19,314.40,8.00,7.00,0.00,0.00,9.59,77.73,77.00,75.48,3.14,4.14
946,8/5/19,308.67,8.00,1.00,0.00,0.00,9.59,75.51,77.73,77.00,4.80,2.99
947,8/6/19,324.55,8.00,2.00,0.00,0.00,9.60,76.69,75.51,77.73,2.48,3.49
948,8/7/19,325.38,8.00,3.00,0.00,0.00,9.60,76.44,76.69,75.51,3.01,5.78
949,8/8/19,324.84,8.00,4.00,0.00,0.00,9.60,78.18,76.44,76.69,2.13,4.62
950,8/9/19,329.08,8.00,5.00,0.00,0.00,9.61,79.73,78.18,76.44,1.96,5.45
951,8/10/19,285.25,8.00,6.00,0.00,0.00,9.61,75.01,79.73,78.18,2.11,4.60
952,8/11/19,284.34,8.00,7.00,0.00,0.00,9.61,74.78,75.01,79.73,2.08,3.56
953,8/12/19,319.75,8.00,1.00,0.00,0.00,9.61,76.98,74.78,75.01,2.19,4.53
954,8/13/19,329.89,8.00,2.00,0.00,0.00,9.62,79.49,76.98,74.78,4.47,6.89
955,8/14/19,341.67,8.00,3.00,0.00,0.00,9.62,80.10,79.49,76.98,3.22,4.74
956,8/15/19,321.26,8.00,4.00,0.00,0.00,9.62,76.69,80.10,79.49,5.52,4.71
957,8/16/19,326.44,8.00,5.00,0.00,0.00,9.62,77.37,76.69,80.10,5.13,3.63
958,8/17/19,326.11,8.00,6.00,0.00,0.00,9.63,79.00,77.37,76.69,3.56,2.97
959,8/18/19,332.57,8.00,7.00,0.00,0.00,9.63,79.81,79.00,77.37,2.26,3.20
960,8/19/19,362.39,8.00,1.00,0.00,0.00,9.63,82.06,79.81,79.00,2.13,3.68
961,8/20/19,349.26,8.00,2.00,0.00,0.00,9.64,79.43,82.06,79.81,2.56,4.23
962,8/21/19,340.76,8.00,3.00,0.00,0.00,9.64,79.37,79.43,82.06,3.37,6.36
963,8/22/19,348.99,8.00,4.00,0.00,0.00,9.64,79.06,79.37,79.43,2.72,5.43
964,8/23/19,302.86,8.00,5.00,0.00,0.00,9.64,74.10,79.06,79.37,5.06,7.01
965,8/24/19,254.14,8.00,6.00,0.00,0.00,9.65,69.48,74.10,79.06,6.81,7.21
966,8/25/19,250.97,8.00,7.00,0.00,0.00,9.65,69.73,69.48,74.10,5.68,7.88
967,8/26/19,261.36,8.00,1.00,0.00,0.00,9.65,68.63,69.73,69.48,7.16,7.31
968,8/27/19,276.03,8.00,2.00,0.00,0.00,9.65,71.00,68.63,69.73,6.67,4.42
969,8/28/19,293.63,8.00,3.00,0.00,0.00,9.66,74.69,71.00,68.63,5.59,3.40
970,8/29/19,283.27,8.00,4.00,0.00,0.00,9.66,71.83,74.69,71.00,0.64,4.23
971,8/30/19,288.97,8.00,5.00,0.00,0.00,9.66,72.56,71.83,74.69,1.30,3.40
972,8/31/19,293.70,8.00,6.00,0.00,0.00,9.67,75.87,72.56,71.83,1.59,3.99
973,9/1/19,282.49,9.00,7.00,0.00,0.00,9.67,74.83,75.87,72.56,4.08,5.32
974,9/2/19,306.13,9.00,1.00,1.00,0.00,9.67,76.45,74.83,75.87,3.49,3.49
975,9/3/19,316.42,9.00,2.00,0.00,0.00,9.67,76.28,76.45,74.83,2.27,3.96
976,9/4/19,334.32,9.00,3.00,0.00,0.00,9.68,78.64,76.28,76.45,1.82,5.08
977,9/5/19,303.89,9.00,4.00,0.00,0.00,9.68,75.60,78.64,76.28,5.32,8.09
978,9/6/19,262.78,9.00,5.00,0.00,0.00,9.68,71.96,75.60,78.64,5.12,11.22
979,9/7/19,261.82,9.00,6.00,0.00,0.00,9.68,71.79,71.96,75.60,2.60,3.32
980,9/8/19,274.38,9.00,7.00,0.00,0.00,9.69,73.14,71.79,71.96,3.65,3.34
981,9/9/19,293.34,9.00,1.00,0.00,0.00,9.69,74.26,73.14,71.79,5.67,4.05
982,9/10/19,300.62,9.00,2.00,0.00,0.00,9.69,74.29,74.26,73.14,4.06,4.15
983,9/11/19,321.24,9.00,3.00,0.00,0.00,9.70,77.04,74.29,74.26,2.05,4.17
984,9/12/19,340.78,9.00,4.00,0.00,0.00,9.70,80.66,77.04,74.29,1.81,4.20
985,9/13/19,280.32,9.00,5.00,0.00,0.00,9.70,72.02,80.66,77.04,7.92,7.64
986,9/14/19,268.64,9.00,6.00,0.00,0.00,9.70,73.67,72.02,80.66,6.16,5.15
987,9/15/19,284.02,9.00,7.00,0.00,0.00,9.71,75.28,73.67,72.02,3.73,3.10
988,9/16/19,304.03,9.00,1.00,0.00,0.00,9.71,75.76,75.28,73.67,1.69,2.33
989,9/17/19,281.12,9.00,2.00,0.00,0.00,9.71,72.03,75.76,75.28,6.23,6.58
990,9/18/19,253.53,9.00,3.00,0.00,0.00,9.72,67.58,72.03,75.76,4.11,6.50
991,9/19/19,237.94,9.00,4.00,0.00,0.00,9.72,62.59,67.58,72.03,4.30,5.22
992,9/20/19,236.72,9.00,5.00,0.00,0.00,9.72,62.66,62.59,67.58,0.75,2.59
993,9/21/19,252.84,9.00,6.00,0.00,0.00,9.72,70.56,62.66,62.59,1.66,2.93
994,9/22/19,284.60,9.00,7.00,0.00,0.00,9.73,75.92,70.56,62.66,1.35,4.90
995,9/23/19,307.09,9.00,1.00,0.00,0.00,9.73,77.47,75.92,70.56,2.42,7.69
996,9/24/19,284.28,9.00,2.00,0.00,0.00,9.73,73.20,77.47,75.92,1.88,5.82
997,9/25/19,261.93,9.00,3.00,0.00,0.00,9.73,67.94,73.20,77.47,1.26,3.19
998,9/26/19,288.12,9.00,4.00,0.00,0.00,9.74,73.83,67.94,73.20,3.49,5.76
999,9/27/19,276.99,9.00,5.00,0.00,0.00,9.74,72.25,73.83,67.94,3.22,5.47
1000,9/28/19,283.49,9.00,6.00,0.00,0.00,9.74,76.72,72.25,73.83,3.54,4.51
1001,9/29/19,297.93,9.00,7.00,0.00,0.00,9.75,77.61,76.72,72.25,2.45,5.05
1002,9/30/19,274.16,9.00,1.00,0.00,0.00,9.75,72.12,77.61,76.72,5.76,5.04
1003,10/1/19,291.21,10.00,2.00,0.00,0.00,9.75,75.39,72.12,77.61,3.29,4.22
1004,10/2/19,324.19,10.00,3.00,0.00,0.00,9.75,80.15,75.39,72.12,1.80,5.13
1005,10/3/19,323.61,10.00,4.00,0.00,0.00,9.76,78.85,80.15,75.39,1.84,4.42
1006,10/4/19,279.88,10.00,5.00,0.00,0.00,9.76,72.70,78.85,80.15,2.82,8.50
1007,10/5/19,216.06,10.00,6.00,0.00,0.00,9.76,59.37,72.70,78.85,6.34,8.37
1008,10/6/19,226.91,10.00,7.00,0.00,0.00,9.76,66.67,59.37,72.70,7.41,4.49
1009,10/7/19,261.86,10.00,1.00,0.00,0.00,9.77,70.38,66.67,59.37,5.31,5.99
1010,10/8/19,237.70,10.00,2.00,0.00,0.00,9.77,61.94,70.38,66.67,7.82,10.58
1011,10/9/19,231.19,10.00,3.00,0.00,0.00,9.77,62.08,61.94,70.38,5.03,8.57
1012,10/10/19,232.04,10.00,4.00,0.00,0.00,9.78,61.84,62.08,61.94,3.07,6.62
1013,10/11/19,227.56,10.00,5.00,0.00,0.00,9.78,61.25,61.84,62.08,1.25,5.53
1014,10/12/19,216.59,10.00,6.00,0.00,0.00,9.78,61.32,61.25,61.84,4.07,2.73
1015,10/13/19,216.53,10.00,7.00,0.00,0.00,9.78,61.80,61.32,61.25,5.81,4.27
1016,10/14/19,234.68,10.00,1.00,0.00,0.00,9.79,61.32,61.80,61.32,2.76,3.33
1017,10/15/19,231.58,10.00,2.00,0.00,0.00,9.79,58.93,61.32,61.80,1.16,4.02
1018,10/16/19,233.14,10.00,3.00,0.00,0.00,9.79,57.42,58.93,61.32,6.55,6.10
1019,10/17/19,229.95,10.00,4.00,0.00,0.00,9.79,53.71,57.42,58.93,2.20,10.42
1020,10/18/19,230.96,10.00,5.00,0.00,0.00,9.80,52.11,53.71,57.42,1.00,5.74
1021,10/19/19,222.11,10.00,6.00,0.00,0.00,9.80,51.51,52.11,53.71,1.59,2.97
1022,10/20/19,222.18,10.00,7.00,0.00,0.00,9.80,58.03,51.51,52.11,7.94,7.96
1023,10/21/19,229.27,10.00,1.00,0.00,0.00,9.81,58.56,58.03,51.51,6.00,5.38
1024,10/22/19,233.35,10.00,2.00,0.00,0.00,9.81,60.42,58.56,58.03,7.35,5.86
1025,10/23/19,227.90,10.00,3.00,0.00,0.00,9.81,56.50,60.42,58.56,0.99,3.98
1026,10/24/19,234.25,10.00,4.00,0.00,0.00,9.81,53.17,56.50,60.42,0.70,2.31
1027,10/25/19,231.35,10.00,5.00,0.00,0.00,9.82,56.43,53.17,56.50,2.96,1.11
1028,10/26/19,217.26,10.00,6.00,0.00,0.00,9.82,61.48,56.43,53.17,5.04,3.78
1029,10/27/19,233.84,10.00,7.00,0.00,0.00,9.82,69.72,61.48,56.43,4.00,8.42
1030,10/28/19,228.04,10.00,1.00,0.00,0.00,9.82,59.50,69.72,61.48,1.64,5.09
1031,10/29/19,231.85,10.00,2.00,0.00,0.00,9.83,59.22,59.50,69.72,6.66,2.95
1032,10/30/19,234.42,10.00,3.00,0.00,0.00,9.83,61.24,59.22,59.50,7.04,3.20
1033,10/31/19,251.83,10.00,4.00,0.00,0.00,9.83,70.39,61.24,59.22,6.69,12.88
1034,11/1/19,231.38,11.00,5.00,0.00,0.00,9.84,47.44,70.39,61.24,0.46,6.97
1035,11/2/19,240.46,11.00,6.00,0.00,0.00,9.84,44.28,47.44,70.39,1.14,3.26
1036,11/3/19,240.83,11.00,7.00,0.00,0.00,9.84,44.51,44.28,47.44,0.39,3.66
1037,11/4/19,256.98,11.00,1.00,0.00,0.00,9.84,46.72,44.51,44.28,1.99,3.74
1038,11/5/19,243.40,11.00,2.00,0.00,0.00,9.85,53.28,46.72,44.51,3.67,2.66
1039,11/6/19,240.79,11.00,3.00,0.00,0.00,9.85,50.78,53.28,46.72,0.64,4.99
1040,11/7/19,247.73,11.00,4.00,0.00,0.00,9.85,53.31,50.78,53.28,4.69,5.39
1041,11/8/19,266.98,11.00,5.00,0.00,0.00,9.85,41.15,53.31,50.78,2.36,9.76
1042,11/9/19,281.54,11.00,6.00,0.00,0.00,9.86,35.89,41.15,53.31,1.56,4.29
1043,11/10/19,257.97,11.00,7.00,0.00,0.00,9.86,46.17,35.89,41.15,1.52,5.20
1044,11/11/19,247.21,11.00,1.00,0.00,0.00,9.86,52.75,46.17,35.89,1.71,6.49
1045,11/12/19,277.78,11.00,2.00,0.00,0.00,9.87,43.25,52.75,46.17,6.19,10.85
1046,11/13/19,330.83,11.00,3.00,0.00,0.00,9.87,29.03,43.25,52.75,1.94,5.16
1047,11/14/19,325.54,11.00,4.00,0.00,0.00,9.87,33.97,29.03,43.25,4.01,3.01
1048,11/15/19,285.00,11.00,5.00,0.00,0.00,9.87,41.87,33.97,29.03,4.82,4.47
1049,11/16/19,278.17,11.00,6.00,0.00,0.00,9.88,41.56,41.87,33.97,4.76,13.39
1050,11/17/19,277.25,11.00,7.00,0.00,0.00,9.88,40.99,41.56,41.87,8.00,11.09
1051,11/18/19,280.06,11.00,1.00,0.00,0.00,9.88,42.97,40.99,41.56,7.65,5.10
1052,11/19/19,269.45,11.00,2.00,0.00,0.00,9.88,44.11,42.97,40.99,5.93,2.78
1053,11/20/19,268.94,11.00,3.00,0.00,0.00,9.89,45.47,44.11,42.97,2.42,5.67
1054,11/21/19,274.62,11.00,4.00,0.00,0.00,9.89,44.06,45.47,44.11,2.28,4.25
1055,11/22/19,258.35,11.00,5.00,0.00,0.00,9.89,51.44,44.06,45.47,5.58,8.01
1056,11/23/19,275.99,11.00,6.00,0.00,0.00,9.90,40.65,51.44,44.06,6.74,4.07
1057,11/24/19,254.90,11.00,7.00,0.00,0.00,9.90,46.47,40.65,51.44,1.93,8.85
1058,11/25/19,275.82,11.00,1.00,0.00,0.00,9.90,42.95,46.47,40.65,1.04,3.33
1059,11/26/19,267.34,11.00,2.00,0.00,0.00,9.90,46.65,42.95,46.47,1.43,2.92
1060,11/27/19,256.44,11.00,3.00,0.00,0.00,9.91,52.67,46.65,42.95,5.97,9.44
1061,11/28/19,246.31,11.00,4.00,0.00,1.00,9.91,47.46,52.67,46.65,1.83,10.94
1062,11/29/19,257.45,11.00,5.00,1.00,0.00,9.91,43.95,47.46,52.67,3.39,5.23
1063,11/30/19,262.94,11.00,6.00,0.00,0.00,9.92,42.74,43.95,47.46,7.96,2.49
1064,12/1/19,265.23,12.00,7.00,0.00,0.00,9.92,44.97,42.74,43.95,7.93,5.74
1065,12/2/19,281.81,12.00,1.00,0.00,0.00,9.92,43.38,44.97,42.74,6.50,7.57
1066,12/3/19,285.64,12.00,2.00,0.00,0.00,9.92,42.17,43.38,44.97,1.87,7.07
1067,12/4/19,288.03,12.00,3.00,0.00,0.00,9.93,42.50,42.17,43.38,2.35,6.47
1068,12/5/19,287.21,12.00,4.00,0.00,0.00,9.93,42.84,42.50,42.17,0.84,7.48
1069,12/6/19,295.03,12.00,5.00,0.00,0.00,9.93,42.64,42.84,42.50,5.20,5.31
1070,12/7/19,277.10,12.00,6.00,0.00,0.00,9.93,39.67,42.64,42.84,1.34,6.11
1071,12/8/19,293.54,12.00,7.00,0.00,0.00,9.94,37.52,39.67,42.64,2.76,3.82
1072,12/9/19,275.25,12.00,1.00,0.00,0.00,9.94,47.33,37.52,39.67,7.06,6.47
1073,12/10/19,249.77,12.00,2.00,0.00,0.00,9.94,57.12,47.33,37.52,6.80,9.74
1074,12/11/19,296.98,12.00,3.00,0.00,0.00,9.95,37.85,57.12,47.33,2.17,6.84
1075,12/12/19,327.91,12.00,4.00,0.00,0.00,9.95,33.18,37.85,57.12,2.03,5.05
1076,12/13/19,314.59,12.00,5.00,0.00,0.00,9.95,38.38,33.18,37.85,7.82,5.22
1077,12/14/19,267.59,12.00,6.00,0.00,0.00,9.95,46.51,38.38,33.18,6.28,6.96
1078,12/15/19,265.01,12.00,7.00,0.00,0.00,9.96,45.24,46.51,38.38,1.08,7.25
1079,12/16/19,293.09,12.00,1.00,0.00,0.00,9.96,42.59,45.24,46.51,5.72,4.75
1080,12/17/19,286.95,12.00,2.00,0.00,0.00,9.96,45.87,42.59,45.24,6.94,7.13
1081,12/18/19,311.81,12.00,3.00,0.00,0.00,9.96,36.50,45.87,42.59,1.05,9.21
